(433, 159)
(432, 161)
(422, 164)
(416, 168)
(420, 161)
(428, 156)
(432, 159)
(430, 161)
(-1, -1)
(410, 170)
(412, 169)
(418, 160)
(417, 158)
(413, 161)
(410, 167)
(411, 168)
(414, 166)
(-1, -1)
(407, 171)
(408, 169)
(408, 165)
(410, 160)
(408, 160)
(406, 164)
(406, 170)
(408, 170)
(-1, -1)
(400, 167)
(402, 166)
(403, 165)
(405, 159)
(400, 159)
(392, 150)
(396, 158)
(389, 153)
(390, 155)
(394, 160)
(399, 163)
(399, 167)
(400, 168)
(402, 167)
(-1, -1)
(351, 174)
(361, 184)
(368, 188)
(368, 192)
(377, 198)
(365, 203)
(368, 201)
(368, 200)
(356, 199)
(360, 198)
(364, 195)
(360, 191)
(357, 189)
(356, 187)
(360, 189)
(358, 185)
(353, 179)
(352, 175)
(357, 180)
(-1, -1)
(411, 150)
(401, 138)
(406, 141)
(406, 132)
(408, 135)
(410, 131)
(411, 142)
(413, 148)
(412, 149)
(407, 144)
(-1, -1)
(452, 103)
(454, 82)
(458, 70)
(462, 65)
(466, 61)
(472, 59)
(470, 58)
(464, 57)
(469, 54)
(474, 54)
(480, 54)
(487, 54)
(489, 55)
(486, 49)
(470, 50)
(463, 54)
(461, 56)
(457, 60)
(454, 66)
(451, 71)
(448, 79)
(446, 89)
(447, 97)
(451, 104)
(453, 89)
(-1, -1)
(675, 155)
(671, 163)
(683, 163)
(684, 156)
(675, 155)
(672, 162)
(-1, -1)
(687, 155)
(689, 163)
(695, 176)
(698, 174)
(704, 174)
(707, 175)
(715, 174)
(718, 173)
(719, 170)
(721, 160)
(722, 154)
(722, 149)
(716, 150)
(711, 151)
(707, 151)
(706, 151)
(701, 153)
(699, 152)
(698, 153)
(695, 155)
(692, 155)
(688, 155)
(688, 159)
(-1, -1)
(726, 127)
(727, 134)
(717, 135)
(718, 133)
(723, 132)
(726, 127)
(727, 134)
(-1, -1)
(756, 104)
(760, 105)
(764, 108)
(765, 110)
(765, 115)
(771, 117)
(774, 122)
(777, 122)
(776, 112)
(778, 107)
(775, 101)
(780, 100)
(772, 97)
(768, 96)
(764, 101)
(761, 103)
(756, 103)
(761, 106)
(764, 107)
(766, 113)
(767, 117)
(-1, -1)
(683, 223)
(679, 245)
(689, 241)
(687, 231)
(687, 226)
(684, 224)
(681, 237)
(-1, -1)
