(505, 98)
(529, 108)
(531, 111)
(520, 131)
(528, 140)
(539, 144)
(566, 153)
(584, 155)
(592, 153)
(601, 156)
(609, 162)
(646, 167)
(655, 167)
(657, 162)
(653, 149)
(654, 146)
(661, 135)
(667, 134)
(670, 138)
(672, 148)
(674, 152)
(681, 152)
(687, 152)
(692, 149)
(700, 148)
(708, 146)
(714, 146)
(719, 147)
(719, 144)
(717, 140)
(712, 135)
(714, 131)
(720, 129)
(723, 125)
(729, 112)
(743, 104)
(744, 97)
(750, 94)
(758, 98)
(761, 98)
(763, 95)
(773, 91)
(780, 94)
(783, 98)
(784, 105)
(790, 107)
(797, 104)
(800, 108)
(797, 114)
(799, 120)
(800, 124)
(809, 126)
(811, 118)
(827, 126)
(825, 121)
(830, 112)
(825, 112)
(823, 111)
(822, 107)
(823, 104)
(817, 94)
(811, 90)
(806, 89)
(810, 83)
(800, 82)
(793, 82)
(789, 75)
(780, 74)
(775, 74)
(773, 74)
(771, 73)
(759, 72)
(758, 75)
(745, 78)
(745, 81)
(738, 81)
(737, 83)
(725, 90)
(720, 99)
(713, 99)
(707, 112)
(698, 112)
(693, 116)
(692, 124)
(687, 124)
(682, 121)
(673, 118)
(668, 116)
(664, 115)
(662, 118)
(651, 116)
(649, 120)
(644, 120)
(641, 125)
(635, 127)
(635, 134)
(635, 142)
(625, 142)
(621, 144)
(618, 140)
(605, 137)
(602, 132)
(594, 132)
(593, 133)
(586, 137)
(577, 130)
(560, 130)
(560, 127)
(556, 126)
(555, 128)
(553, 125)
(550, 125)
(550, 117)
(553, 113)
(552, 108)
(553, 104)
(552, 100)
(546, 97)
(546, 90)
(542, 91)
(537, 92)
(537, 87)
(529, 88)
(512, 101)
(529, 109)
