(479, 211)
(476, 211)
(467, 212)
(459, 214)
(455, 217)
(433, 217)
(432, 215)
(442, 215)
(445, 212)
(426, 209)
(426, 208)
(449, 209)
(456, 206)
(463, 205)
(461, 204)
(448, 203)
(445, 202)
(429, 198)
(431, 197)
(443, 200)
(448, 200)
(454, 200)
(460, 200)
(457, 198)
(452, 197)
(441, 197)
(439, 197)
(439, 195)
(444, 195)
(443, 193)
(439, 191)
(442, 191)
(445, 192)
(448, 192)
(452, 193)
(456, 194)
(460, 194)
(466, 197)
(470, 200)
(473, 203)
(476, 205)
(480, 210)
(472, 211)
(466, 212)
(-1, -1)
(487, 201)
(488, 199)
(483, 192)
(483, 191)
(486, 190)
(489, 190)
(488, 184)
(485, 179)
(486, 176)
(484, 172)
(481, 170)
(480, 166)
(478, 165)
(478, 169)
(476, 168)
(456, 158)
(454, 155)
(452, 159)
(441, 155)
(445, 160)
(441, 161)
(445, 162)
(449, 163)
(452, 164)
(456, 164)
(461, 165)
(467, 169)
(471, 172)
(475, 175)
(475, 179)
(477, 186)
(475, 186)
(471, 180)
(467, 176)
(463, 173)
(459, 171)
(453, 169)
(444, 167)
(434, 167)
(424, 169)
(413, 179)
(408, 179)
(405, 176)
(410, 179)
(414, 179)
(424, 171)
(431, 169)
(437, 169)
(445, 169)
(454, 171)
(460, 174)
(462, 177)
(466, 180)
(468, 186)
(467, 191)
(463, 187)
(455, 182)
(449, 178)
(443, 176)
(440, 176)
(433, 177)
(428, 177)
(425, 180)
(421, 181)
(417, 183)
(413, 183)
(410, 183)
(402, 182)
(397, 179)
(403, 183)
(408, 184)
(413, 185)
(414, 185)
(417, 185)
(421, 184)
(423, 184)
(426, 184)
(428, 183)
(432, 185)
(434, 186)
(435, 185)
(440, 187)
(443, 188)
(448, 188)
(452, 190)
(455, 191)
(460, 192)
(462, 192)
(466, 192)
(471, 194)
(474, 197)
(476, 197)
(476, 193)
(478, 194)
(481, 196)
(484, 198)
(488, 201)
(485, 194)
(483, 192)
(484, 190)
