(797, 116)
(801, 122)
(799, 126)
(792, 127)
(782, 137)
(776, 142)
(779, 147)
(776, 159)
(774, 168)
(774, 182)
(771, 182)
(770, 192)
(757, 192)
(762, 210)
(761, 204)
(760, 215)
(762, 223)
(762, 229)
(754, 230)
(752, 226)
(738, 204)
(736, 203)
(736, 216)
(729, 213)
(723, 208)
(720, 198)
(734, 188)
(734, 180)
(731, 179)
(702, 181)
(692, 181)
(688, 175)
(688, 172)
(685, 168)
(674, 165)
(673, 168)
(667, 164)
(662, 166)
(666, 172)
(673, 173)
(676, 176)
(676, 186)
(669, 193)
(669, 196)
(671, 199)
(677, 199)
(683, 199)
(683, 216)
(689, 222)
(693, 230)
(697, 242)
(697, 249)
(682, 253)
(677, 249)
(663, 260)
(665, 268)
(663, 274)
(656, 286)
(634, 301)
(627, 312)
(615, 329)
(611, 335)
(606, 336)
(592, 347)
(590, 359)
(589, 362)
(584, 364)
(573, 369)
(569, 374)
(560, 380)
(557, 384)
(552, 394)
(553, 401)
(556, 418)
(559, 444)
(554, 455)
(559, 493)
(559, 496)
(549, 501)
(548, 506)
(547, 514)
(553, 522)
(553, 524)
(546, 524)
(532, 527)
(574, 526)
(573, 521)
(578, 519)
(578, 516)
(580, 512)
(575, 508)
(585, 503)
(586, 499)
(590, 495)
(587, 491)
(589, 489)
(585, 482)
(585, 480)
(584, 477)
(587, 474)
(585, 466)
(587, 461)
(585, 456)
(590, 450)
(587, 444)
(589, 437)
(586, 430)
(580, 428)
(580, 424)
(587, 418)
(587, 415)
(585, 414)
(584, 409)
(587, 404)
(584, 400)
(587, 398)
(590, 395)
(591, 389)
(595, 387)
(600, 379)
(608, 376)
(623, 362)
(625, 358)
(630, 353)
(638, 349)
(645, 342)
(643, 339)
(646, 337)
(642, 335)
(646, 331)
(648, 324)
(655, 318)
(655, 314)
(662, 313)
(675, 301)
(673, 297)
(678, 293)
(679, 289)
(682, 286)
(683, 281)
(686, 278)
(687, 275)
(691, 273)
(693, 267)
(705, 271)
(717, 265)
(716, 261)
(718, 261)
(717, 258)
(720, 249)
(721, 244)
(718, 239)
(720, 237)
(731, 243)
(737, 243)
(739, 244)
(744, 249)
(748, 247)
(750, 250)
(761, 250)
(763, 247)
(770, 247)
(771, 249)
(774, 250)
(780, 250)
(785, 245)
(787, 241)
(791, 240)
(787, 237)
(782, 237)
(782, 235)
(789, 234)
(794, 235)
(797, 235)
(797, 228)
(790, 231)
(799, 220)
(795, 210)
(801, 208)
(801, 205)
(797, 201)
(799, 198)
(800, 166)
(803, 162)
(802, 155)
(805, 154)
(805, 152)
(815, 148)
(814, 144)
(827, 134)
(824, 130)
(826, 126)
(825, 122)
(831, 113)
(825, 113)
(821, 107)
(822, 102)
(820, 95)
(815, 94)
(815, 91)
(811, 89)
(806, 88)
(811, 83)
(804, 79)
(798, 82)
(790, 80)
(783, 97)
(804, 100)
(807, 126)
(799, 112)
(797, 116)
(801, 122)
(800, 125)
(797, 126)
(790, 125)
(786, 131)
(782, 137)
