(191, 262)
(189, 252)
(187, 237)
(186, 225)
(186, 204)
(182, 239)
(181, 206)
(175, 233)
(177, 205)
(167, 196)
(168, 172)
(158, 182)
(165, 170)
(169, 161)
(170, 154)
(159, 156)
(151, 146)
(158, 156)
(168, 150)
(174, 141)
(171, 144)
(167, 136)
(168, 124)
(172, 120)
(174, 138)
(174, 126)
(174, 115)
(175, 101)
(181, 93)
(194, 81)
(209, 71)
(219, 60)
(230, 48)
(238, 38)
(245, 32)
(259, 23)
(269, 19)
(279, 17)
(295, 12)
(304, 12)
(317, 13)
(320, 12)
(329, 8)
(345, 5)
(354, 6)
(365, 9)
(375, 10)
(377, 8)
(389, 19)
(391, 22)
(397, 22)
(406, 19)
(416, 22)
(424, 25)
(432, 29)
(443, 33)
(451, 39)
(458, 44)
(463, 51)
(485, 87)
(499, 99)
(507, 116)
(509, 139)
(511, 143)
(515, 157)
(517, 171)
(516, 185)
(517, 197)
(518, 209)
(513, 220)
(493, 249)
(491, 262)
(495, 279)
(488, 272)
(488, 263)
(486, 264)
(483, 271)
(481, 278)
(488, 286)
(493, 290)
(484, 286)
(479, 283)
(478, 277)
(478, 267)
(479, 257)
(476, 263)
(470, 269)
(471, 278)
(469, 286)
(477, 308)
(474, 283)
(474, 279)
(466, 286)
(463, 293)
(449, 295)
(453, 279)
(448, 295)
(451, 280)
(444, 294)
(449, 282)
(438, 298)
(447, 283)
(429, 304)
(450, 280)
(418, 308)
(446, 277)
(417, 303)
(449, 271)
(422, 295)
(410, 321)
(412, 306)
(426, 275)
(407, 303)
(417, 266)
(406, 298)
(409, 268)
(409, 293)
(406, 261)
(404, 291)
(396, 265)
(398, 286)
(389, 265)
(381, 253)
(382, 260)
(367, 242)
(355, 224)
(375, 249)
(365, 243)
(356, 235)
(347, 201)
(349, 215)
(359, 236)
(347, 227)
(341, 216)
(340, 202)
(347, 228)
(339, 223)
(334, 211)
(331, 198)
(330, 190)
(321, 201)
(317, 214)
(316, 231)
(320, 247)
(314, 230)
(311, 215)
(311, 200)
(313, 194)
(305, 206)
(300, 222)
(301, 231)
(301, 210)
(296, 232)
(296, 207)
(291, 208)
(290, 221)
(290, 204)
(282, 229)
(286, 207)
(282, 208)
(276, 224)
(280, 207)
(258, 200)
(282, 201)
(293, 198)
(301, 175)
(290, 181)
(286, 191)
(257, 198)
(246, 203)
(233, 208)
(229, 222)
(221, 199)
(223, 226)
(220, 204)
(213, 210)
(204, 216)
(195, 221)
(193, 232)
(219, 208)
(222, 219)
(223, 225)
(204, 243)
(204, 224)
(199, 231)
(200, 228)
(221, 210)
(219, 219)
(204, 227)
(204, 225)
(204, 240)
(205, 230)
(226, 217)
(223, 223)
(202, 244)
(199, 259)
