(206, 350)
(236, 419)
(244, 426)
(272, 432)
(289, 431)
(291, 454)
(264, 474)
(262, 486)
(244, 498)
(249, 514)
(302, 510)
(341, 440)
(351, 392)
(355, 411)
(328, 512)
(319, 527)
(296, 539)
(269, 541)
(235, 553)
(218, 571)
(205, 599)
(187, 584)
(171, 539)
(177, 539)
(176, 547)
(179, 543)
(175, 555)
(179, 547)
(179, 558)
(183, 546)
(179, 565)
(185, 550)
(182, 567)
(188, 550)
(184, 578)
(192, 555)
(184, 588)
(193, 554)
(189, 586)
(197, 557)
(191, 588)
(198, 561)
(195, 586)
(200, 566)
(196, 591)
(205, 569)
(199, 596)
(203, 571)
(201, 599)
(208, 576)
(204, 599)
(212, 584)
(175, 543)
(160, 473)
(166, 474)
(161, 476)
(168, 475)
(161, 473)
(172, 472)
(158, 477)
(170, 482)
(161, 484)
(170, 480)
(161, 479)
(168, 485)
(161, 487)
(171, 490)
(161, 490)
(169, 488)
(162, 487)
(169, 491)
(164, 494)
(172, 494)
(165, 494)
(175, 498)
(167, 498)
(173, 501)
(165, 501)
(173, 504)
(167, 506)
(177, 510)
(170, 511)
(176, 513)
(168, 513)
(178, 518)
(171, 518)
(176, 519)
(166, 519)
(174, 523)
(169, 523)
(174, 527)
(170, 527)
(171, 537)
(158, 470)
(152, 472)
(144, 552)
(130, 554)
(130, 485)
(159, 475)
(116, 491)
(116, 497)
(159, 479)
(161, 483)
(119, 500)
(118, 506)
(162, 489)
(162, 496)
(122, 510)
(124, 514)
(163, 499)
(164, 506)
(128, 519)
(127, 528)
(164, 511)
(165, 520)
(134, 537)
(130, 543)
(169, 525)
(170, 532)
(137, 546)
(134, 557)
(170, 538)
(171, 545)
(139, 561)
(160, 565)
(176, 554)
(184, 582)
(157, 543)
(171, 537)
(214, 578)
(248, 549)
(276, 536)
(317, 528)
(326, 520)
(327, 521)
(323, 522)
(326, 526)
(320, 526)
(325, 527)
(318, 527)
(322, 533)
(313, 533)
(320, 537)
(305, 537)
(285, 541)
(312, 534)
(282, 545)
(314, 537)
(283, 545)
(313, 539)
(278, 549)
(310, 542)
(274, 554)
(309, 544)
(267, 560)
(310, 544)
(265, 566)
(303, 550)
(267, 567)
(285, 563)
(254, 572)
(277, 568)
(252, 578)
(275, 573)
(249, 588)
(279, 574)
(316, 539)
(333, 514)
(342, 517)
(327, 524)
(322, 530)
(344, 522)
(350, 531)
(319, 536)
(309, 551)
(355, 536)
(358, 542)
(291, 559)
(288, 567)
(365, 550)
(369, 558)
(357, 563)
(313, 565)
(283, 573)
(247, 584)
