(192, 250)
(182, 218)
(192, 205)
(190, 188)
(193, 173)
(200, 163)
(244, 118)
(259, 94)
(274, 80)
(298, 68)
(310, 65)
(324, 55)
(354, 41)
(370, 38)
(382, 39)
(382, 39)
(353, 101)
(376, 42)
(362, 90)
(385, 44)
(361, 85)
(389, 43)
(389, 71)
(391, 99)
(387, 64)
(387, 38)
(396, 44)
(408, 90)
(398, 47)
(412, 63)
(425, 94)
(399, 45)
(431, 87)
(394, 44)
(414, 52)
(400, 49)
(423, 69)
(390, 43)
(402, 32)
(418, 38)
(436, 53)
(459, 80)
(406, 34)
(391, 38)
(389, 30)
(383, 29)
(378, 31)
(381, 38)
(389, 42)
(385, 33)
(393, 26)
(404, 20)
(414, 22)
(395, 31)
(420, 24)
(390, 35)
(389, 20)
(384, 9)
(376, 9)
(365, 8)
(374, 15)
(384, 25)
(384, 29)
(375, 30)
(354, 19)
(342, 14)
(327, 17)
(341, 16)
(377, 32)
(364, 30)
(344, 30)
(299, 52)
(360, 27)
(337, 19)
(325, 18)
(301, 27)
(277, 42)
(266, 48)
(256, 59)
(234, 89)
(214, 105)
(199, 113)
(177, 132)
(171, 152)
(171, 170)
(185, 199)
(186, 175)
(187, 149)
(199, 125)
(190, 157)
(191, 182)
(194, 145)
(208, 131)
(206, 129)
(192, 158)
(192, 170)
(186, 191)
(184, 147)
(192, 118)
(178, 132)
(186, 100)
(199, 85)
(220, 67)
(230, 52)
(199, 89)
(189, 106)
(213, 90)
(225, 72)
(248, 50)
(269, 48)
(306, 33)
(342, 32)
(377, 32)
(374, 54)
(369, 66)
(346, 118)
(331, 136)
(305, 158)
(298, 157)
(296, 145)
(303, 132)
(323, 104)
(314, 105)
(292, 122)
(275, 143)
(261, 163)
(249, 183)
(238, 196)
(238, 206)
(237, 222)
(236, 197)
(238, 185)
(232, 209)
(232, 219)
(232, 205)
(236, 187)
(246, 174)
(233, 185)
(230, 198)
(230, 212)
(230, 219)
(227, 214)
(227, 205)
(232, 193)
(239, 185)
(247, 177)
(232, 193)
(229, 201)
(229, 212)
(227, 219)
(224, 208)
(222, 200)
(222, 189)
(227, 180)
(228, 179)
(224, 189)
(220, 199)
(220, 190)
(220, 179)
(225, 170)
(235, 160)
(219, 174)
(218, 182)
(218, 195)
(223, 201)
(224, 209)
(231, 202)
(237, 188)
(246, 182)
(257, 172)
(264, 168)
(236, 188)
(248, 183)
(272, 179)
(283, 178)
(295, 170)
(309, 158)
(309, 158)
(320, 145)
(328, 138)
(339, 122)
(344, 117)
(338, 134)
(331, 143)
(304, 177)
(331, 151)
(302, 183)
(323, 160)
(299, 191)
(309, 180)
(302, 203)
(312, 183)
(328, 164)
(363, 131)
(313, 193)
(342, 158)
(320, 193)
(356, 148)
(350, 178)
(338, 196)
(343, 222)
(343, 202)
(354, 182)
(368, 161)
(381, 143)
(366, 174)
(354, 187)
(350, 199)
(350, 210)
(353, 223)
(362, 239)
(369, 247)
(364, 237)
(360, 229)
(359, 212)
(360, 198)
(368, 188)
(374, 177)
(377, 167)
(380, 151)
(383, 129)
(381, 160)
(372, 174)
(364, 189)
(361, 205)
(366, 220)
(371, 233)
(374, 242)
(370, 225)
(370, 212)
(374, 198)
(379, 187)
(371, 209)
(375, 228)
(379, 244)
(379, 227)
(386, 207)
(397, 188)
(408, 169)
(408, 156)
(408, 136)
(407, 123)
(412, 144)
(406, 159)
(396, 179)
(389, 194)
(382, 208)
(382, 227)
(385, 242)
(392, 250)
(408, 264)
(415, 282)
(413, 266)
(410, 257)
(403, 249)
(403, 228)
(396, 238)
(398, 251)
(397, 265)
(395, 281)
(401, 258)
(403, 237)
(413, 214)
(421, 195)
(429, 176)
(432, 159)
(436, 139)
(435, 114)
(433, 111)
(441, 129)
(435, 145)
(424, 164)
(419, 176)
(412, 195)
(410, 210)
(412, 225)
(417, 238)
(420, 247)
(418, 264)
(422, 277)
(418, 290)
(428, 273)
(428, 258)
(430, 240)
(424, 219)
(423, 206)
(430, 189)
(429, 206)
(431, 220)
(433, 247)
(433, 262)
(431, 278)
(427, 287)
(420, 303)
(413, 314)
(409, 322)
(418, 311)
(424, 302)
(430, 292)
(435, 285)
(442, 279)
(449, 268)
(452, 261)
(453, 272)
(460, 279)
(470, 283)
(464, 280)
(459, 272)
(459, 262)
(461, 253)
(467, 242)
(471, 234)
(471, 220)
(471, 208)
(466, 202)
(460, 197)
(458, 190)
(455, 183)
(455, 171)
(455, 157)
(457, 147)
(455, 137)
(447, 127)
(455, 140)
(455, 148)
(455, 168)
(456, 185)
(462, 168)
(462, 155)
(462, 141)
(462, 132)
(461, 119)
(454, 109)
(461, 137)
(461, 156)
(461, 169)
(459, 190)
(473, 153)
(475, 139)
(475, 125)
(474, 184)
(480, 201)
(486, 219)
(487, 232)
(487, 241)
(485, 250)
(479, 259)
(474, 263)
(491, 251)
(494, 240)
(498, 226)
(501, 213)
(501, 196)
(503, 184)
(496, 158)
(498, 178)
(498, 190)
(496, 208)
(493, 216)
(492, 221)
(490, 244)
(483, 254)
(482, 266)
(483, 276)
(487, 265)
